,author,content,sentiment
36864,Jill88,@janice7092001  I know  lol . I'll grin and bear it,happiness
11923,chastinevegas,not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.,love
15007,Sweetphotos,"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost",relief
11914,wandaurias,@juicy2009 &amp; I got too much work to do,hate
7749,little_room,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,sadness
30819,PourMeAShot,@BigGuitarStore I'll drink to that  #shotdrinksaturday,fun
4113,SirPsycho84,@Cholle2001 lucky...you get to do capoeira,happiness
24873,emmaluxton,bahaha loving @rachmurrayX  twitter to me last night. DRUNK.  lol,fun
16543,cynicismRAWKS,@MysteryArtist I never knew,worry
29490,ConnorKent,Happy Mother's day to all beautiful mother. May your love shines the world  Thank you mum.....,neutral
2470,honeyteodoro,how i wish the result IS true...,worry
7163,TheWendilicious,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own.",happiness
34783,CharlieBrianna,"Im free at last, tomorrow I get to remember what Sundays look like",relief
18150,ktheace,MegaMan 2.5D... wow! Capcom please don't chuck a 'Square-Enix' and put a Cease and Desist order on this project,surprise
35072,SedzOz,@janine_j9 Jess just posted some hawt pics on the board J ... u should check them out...,fun
9140,lady_monet,@ShaniquaDenise You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!,sadness
19865,krystalnichole,@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,fun
17741,kirsty_wilson,@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,empty
22801,Amano_Jyaku,"@OliviaPinupArt A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",happiness
7014,sgitts,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",worry
22392,mikethebee,"@Hedgewytch We're English (well in parts), it's Weather, it IS an obsession",love
4743,abeeken,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",sadness
7101,KyleAdamson,Math is amazing and hell at the same time  socialily that is the naiv part is fine.,worry
13509,alangraham,Oh noes .... macbook hard disk has just died,surprise
3354,stibbons,"@benno37 I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet.",neutral
36770,T_oxygen,@twixer1 got it at answered,neutral
17705,HimOverThere,@saragarth Thank yooou! I might have to get it seen to... hm...  xx,worry
10961,elizabethtinnon,@carostilwell I'm praying for you and your family beav! I'm so sorry for your loss,worry
22583,gspearing,is in PHP website upgrade hell on a Bank Holiday. How's that for planning!,neutral
34590,tophatdog,"I'm uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral
3485,StaffsGamesTech,"@Kaneth yeah, we couldn't get there today  was the showreel playing?",neutral
24761,PhotoAlert,@iLoveWtcc0228 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!,surprise
18289,iweesh,"@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute.",sadness
4007,Giovanny,"The internetz is busy this Friday morning: Google Wave, Hulu Desktop, Microsoft's Bing, Tweetie Update and Megan Fox as Wonder Woman",neutral
32259,jclayville,@tpaulding // your FACE is stupid.   thanks... i miss you too. HA!,fun
28536,HenriqueJEC,@twittess jï¿½ passo o link,neutral
9325,AYCHMAN,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",enthusiasm
30705,bitihal,@DonnieWahlberg BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,surprise
30436,dogdishstore,@SHCollectibles Aww Thanks!    Glad I appreciated the weather so much yesterday!,happiness
12876,helladrea,"Yrbook signing w/ evryone was fun, I'm gna miss evrything",neutral
11214,aleeesadarling,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*",happiness
32193,FlyingPhotog,@FoxWhisperer  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,worry
13717,marissa_couch,my dads being an ass.....,hate
20105,divxdownloads,Download movie  &quot;81st Annual Academy Awards Pre-Show&quot; http://tinyurl.com/cdue53 cool #movie,neutral
7608,jaknjill,I am loving this sunshine and hating the thought of my office without windows,sadness
27483,Baggavond,This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,relief
25569,matthewof1985,hanging out in myrtle beach as a married man,fun
6409,tmarnette,I hate hiccups,hate
13809,lisa_wilkins,I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,fun
2778,Mixaelala,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",neutral
4154,KSdaisy,I'm back but not for long,neutral
17219,WHOStoastisthis,Hmm maybe I this time I really did over react and do the worst,hate
3898,JamieTownsend,"is boiling in the office, air con any1 ?",boredom
19521,harryokart64,@Cara62442 Just read those tweets and it sounded like i was getting on at you . I swear not what I meant to do,worry
10052,vivimendez,Evaluating my people...Dont like this part of the job,sadness
35475,mackeywho,"@alextuthreefour Well, maybe you should ask yr cousin to get you a shoutout video or something. Btw, I'm just randomly replying to people",neutral
35989,icebergstorm,@cbraik very cute and pretty,neutral
9177,marleneluuser,im in stats and I'm bored and tireed,neutral
16708,N0R3,ugh! looks like it can rain any min now,worry
10362,ericbutcher,I'm crossing my fingers and hoping that this copy of Sims 2 works...last copy totally bit it hard.,worry
33779,thenealdavis,Is FINALLY having dinner... At Nishiki Sushi!,happiness
18724,amazingphoebe,(that was a  btw -_-),sadness
31205,MissBToken,@kid_twist86 strip club is picking up!,neutral
4192,Ktbkr,@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,sadness
39777,sabrinahanim,@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?,neutral
15085,mystikx,Leaving for work.,neutral
17689,roguesmystique,@xchristineannx Aww I'm sorry your boys are sick.   I'll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,sadness
891,thep,Eh.. it's cold,worry
9515,joonieb,@euripidean oh dear Whoops indeed,worry
11301,yellowflowers87,@ditzynicky my knee is hurting so bad im limping...so we get to suffer through work together,worry
26496,laurakoumides,i love you twitskies,love
18222,tilduhh,Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do,enthusiasm
20577,PaulHarriott,"@jaybranch  Hey thats good, my Daughter's still asleep and Son is drawing, better feed him v soon",worry
9720,iJerkdummynigh,bout tuh head out an find sum wher tuh go an chill,neutral
10219,marshaaaa,@PrinceTerrence TERRY TERRY TERRY!! i miss you,sadness
21741,rumoko,@windminstrel Work.,neutral
30219,megspeaks,@tadasauce Have a good time,happiness
27787,BPsS,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won't whine about bad beats  ..,worry
31688,standtrooper,"@Candice_Jo you'll have a drink bc the race is over...I'm telling you,it's an addiction that leads to Elvis presiding over our wedding",fun
16771,TNcntrygirl,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
1358,yoimlun,just got home. im so effin sad,sadness
5131,markvdpoel,Infamous should have arrived today. But it didn't...,hate
37008,xOrangeCreamx,@aewang he didn't know there was going to be a test,neutral
39181,girlfromspace,@moeneekah i hope he does ; join @dailybooth and you'll find one,neutral
25862,13treehugger,@djcool_m  yeeee  so wassup?,neutral
18832,dianenotdiana,Booo my best friend is leavin for the weekend. What ever will I do without her??,sadness
38330,JeremyCShipp,"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",happiness
32605,GericaQuinn,@TravisGarland make sure you call yur mother &amp; tell her how much you love her. Tell her I love her for bringin you into the world.,neutral
30256,fancyfantastic,@heyheybeth dis Dick.,hate
7307,pokerman78,@sexxieluv dang....just so far away aren't I?    Darn I'll just have to dream,sadness
6079,epinardscaramel,Open office &quot;writer&quot; is weird. I need Word to open word documents correctly,hate
38974,ycaiscit,@heycassadee oh.. tnx for following cass.,neutral
38787,kimsherrell,"@RollinsWallace hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",fun
21078,empuk,Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,happiness
20830,alzeee,"@harisn Damn! Lights off, its presentation time.",empty
449,NACYBUL,the week just wasnt the same without an adam lambert performance!!!,neutral
5364,judel,"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!",sadness
3903,_3_,"@To_The_Moon Do you mean @mrjimbob (Jim Bob, obviously) or @chiminee (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",neutral
27941,xcavate,@FragDolls ok I just love it when big buff tattoed (preferably Christian)  men strut...fluffy dogs are optional,happiness
18857,piccadillytown,@love_ly We need to hang out!,neutral
4539,thamanagement,@MelzieC I saw the show listing and saw it was on a Wednesday!!!!,enthusiasm
13619,ContentCreator,@Kyle_B_Judah i am too old for Vegas,worry
35363,ICDr3am5,"@Seicra_The_BC well, in the end, everyone's happy (most of the time)",happiness
31499,natalieloves,Going to bed. Goodnight!  x,neutral
18347,kikimarie593,"@itsSamaraMorgan Gosh, no need to be so rude.",neutral
29393,ZwinkyNews,"Bored, making a mothers day card",love
38111,JKayP,@yaeljk NKOTB world is the best place to be,love
20329,emprezofrevenge,goin' to casa milan's club house...,neutral
27004,ivaaalu,At the hospital today then shopping with mom  Love you so much.,love
10257,LaurieInQueens,"Dear Mr. President: Please TALK TO US abt what you plan to do re: DADT. Because right now, you just look like a liar.",worry
8481,faulko1,@anz_rocks19  i have to break the twitterparty... im off home soon,anger
3376,OOFTStuart,beautiful day... and im working  leaving now so i can get some sun though,sadness
9636,peteypatter,@dleroux I still have my lights still up   you think he can do mine too?,neutral
14234,productgirl,"@Fortyisthenew20 i was stupid and didnt get it, now i cant find it.  i think i have to do ebay but that scares me",worry
1372,provokative,"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed",worry
2753,jesssicababesss,I wanna buy a million copies. But i aint that rich  @jessicaveronica just buy some more copies urself hahah,neutral
39478,MandyBookLover,"@Lady_Twitster ohhhh, I love Morse, have every episode on video &amp; sometimes gaze lovingly at them",love
12814,mrscchowds,@starfish1211 - what! That's so horrible! I'll be praying. Poor thing.,worry
31354,DebintheWind,"Want: Trip to Boston next month. Need: Addit'l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.",neutral
3335,Mgnfarrow,Isnt looking forward to going back to work. 3 days off isnt long enough,worry
14512,JB_Writter,Just ate at chipolte... Ate more than i usually do... Now i'm ew full... Not content full but ew full...,neutral
4456,jdshanko,"Tati, I sent you an emal doll, did you get it?    @littletati",neutral
11134,Jaimie074,@One_Call awww i wish i could but i have no talking minutes,sadness
4609,KaraSaysSo,"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",happiness
19897,oohitsmoi,@mommy41402. I was like &quot;whyyyyy?!&quot;,sadness
732,AdrianaJauregui,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,love
27406,teal64,@KimPossible40 If you're living under a bridge you need GOATS! If it gets bad come up &amp; stay w/me-we'll fit you in.,surprise
19884,WhoahItsTanisha,hanging out wit the family kinda boredd reading eclipse  MISSING MY GODFATHER,neutral
27729,amalinaaa,@serinurshira lol ! You take David lah ! I want Danny  not tom !,fun
7143,lipstickscars,@SheIsAnarchy,neutral
